id,sort,artist,title,label,year,category,bpm,bar,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
70sG5,159,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,break,94,5,h,"k,h",h,"sa,h","k,h","s,h","s,h","k,h",ha,"sa,h","k,h","s,h","sa,h","k,h",h,"sb,h"
70sG6,160,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,break,94,6,"k,h",hc,h,"k,h","sa,h",h,"sa,h",h,ha,"k,h",h,"sa,h",h,"k,h",ha,"sa,h"
70sG7,161,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,break,94,7,h,"k,h",ha,"sa,h","k,h",h,"sa,h","k,h",ha,"sa,h","k,h","k,h","sa,h","k,h",ha,sb
70sG8,162,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,break,94,8,"k,ha",h,h,"k,h","sa,h",h,ha,"sb,h","k,h",k,,k,"sa,h",h,ha,sb
70sG9,163,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,70s soul pattern G,1970,break,94,9,"k,h",h,"k,h",h,"k,h",h,"k,h",h,"k,s,t","s,t","k,s,t","s,t","k,s,t","s,t","k,s,t","s,t"
70sH1,164,Bill Withers,Use Me,70s soul pattern H,1972,groove,78,1,"k,h",h,"k,h",h,"r,h","k,h",h,"k,r,h","k,h","r,h","k,h","k,h","r,h","k,h",h,"k,r,h"
70sH2,165,Bill Withers,Use Me,70s soul pattern H,1972,groove,78,2,"k,h",h,"k,h",h,"r,h","k,h",h,"r,h","k,h","k,ho",hc,"k,ho",hc,"k,ho",hc,"k,r,h"
70sH3,166,Bill Withers,Use Me,70s soul pattern H,1972,break,77,3,"k,h",h,"k,h",h,"r,h","k,h",h,"k,r,h","k,h","r,h","k,h","k,h","r,h","k,h",h,"k,r,h"
70sH4,167,Bill Withers,Use Me,70s soul pattern H,1972,break,77,4,"k,h",h,"k,h",h,"r,h","k,h",h,"r,h","k,h","k,h",h,"k,h","r,h",h,"k,ho",hc
70sH5,168,Bill Withers,Use Me,70s soul pattern H,1972,break,77,5,"k,h",h,"k,h",h,"r,h","k,h",h,"k,r,h","k,h","r,h","k,h","k,h","r,h",h,"k,h","r,hc"
70sH6,169,Bill Withers,Use Me,70s soul pattern H,1972,break,77,6,"k,h",h,"k,h",h,"r,h","k,h",h,"r,h","k,h","k,ho",hc,"k,ho",hc,"k,ho",hc,"r,h"
70sI1,174,Eumir Deodato,September 13th,70s soul pattern I,1972,break,97,1,"k,h",,ha,k,"sa,h",k,ha,,"k,h",,ho,,"sa,hc",,ha,s
70sI2,175,Eumir Deodato,September 13th,70s soul pattern I,1972,break,97,2,"k,h",sg,ha,k,"sa,h",k,ha,,"k,h",,ho,,"sa,hc",,ha,
80hA1,92,Public Enemy,Night of the Living Baseheads,80s hip hop pattern A,1988,10,106,1,"k,h",,h,,"sa,h",,"kg,h",k,h,k,"k,h",,"sa,h",,"kg,h",kg
80hA2,93,Public Enemy,Night of the Living Baseheads,80s hip hop pattern A,1988,10,106,2,h,,"k,h",,"sa,h",,h,k,"k,h",k,"k,h",k,"sa,h",k,"k,h",
80nA1,37,Gary Numan,Films,80s new wave pattern A,1979,4,99,1,"k,c",k,h,k,"sa,h",,h,,"k,h",k,h,k,"sa,h",,h,
80nA2,38,Gary Numan,Films,80s new wave pattern A,1979,4,99,2,k,k,h,k,"sa,h",,h,,"k,h",k,h,sa,sa,sa,k,k
80nA3,39,Gary Numan,Films,80s new wave pattern A,1979,4,99,3,"k,c",k,h,k,"sa,h",,h,,"k,h",k,h,k,"sa,h",,h,
80nA4,40,Gary Numan,Films,80s new wave pattern A,1979,4,99,4,k,k,h,k,"sa,h",,h,,"k,h",k,h,sa,sa,sa,k,k
90fA1,170,Parliament,Come in Out of the Rain,90s funk pattern A,1990,break,84,1,k,,ho,,,k,"k,ho",,,,"k,h",,"sa,h",,h,k
90fA2,171,Parliament,Come in Out of the Rain,90s funk pattern A,1990,break,84,2,"k,h",,ho,,sa,hg,ho,,hc,k,"k,h",,"sa,ha",hg,ha,"k,hg"
90fA3,172,Parliament,Come in Out of the Rain,90s funk pattern A,1990,break,84,3,"k,ha",hg,ho,,sa,hg,ho,,,k,"k,h",,"sa,ha",hg,ha,"k,hg"
90fA4,173,Parliament,Come in Out of the Rain,90s funk pattern A,1990,break,84,4,"k,ha",hg,ho,,sa,hg,ho,,,k,"k,h",,"sa,ha",hg,ha,"k,hg"
90hA1,5,A Tribe Called Quest,Youthful Expression,90s hip hop pattern A,1990,1,109,1,"k,h",,"k,h",,"sa,h",,h,sg,"kg,h",,"k,h",,"sa,h",,h,sg
90hA2,6,A Tribe Called Quest,Youthful Expression,90s hip hop pattern A,1990,1,109,2,"k,h",,"k,h",,"sa,h",,h,sg,h,,"k,h",,"sa,h",,h,sg
90hA3,7,A Tribe Called Quest,Youthful Expression,90s hip hop pattern A,1990,1,109,3,"k,h",,h,,"sa,h",,h,sg,h,,"k,h",,"sa,h",,h,sg
90hA4,8,A Tribe Called Quest,Youthful Expression,90s hip hop pattern A,1990,1,109,4,"k,h",,"k,h",,"sa,h",,h,sg,h,,"k,h",,"sa,h",,"k,h",sg
90hB1,47,Gang Starr,Above the Clouds,90s hip hop pattern B,1998,4,86,1,"k,h",,h,,"sa,h",,h,k,"k,h",,h,,"sa,h",,h,k
90hB2,48,Gang Starr,Above the Clouds,90s hip hop pattern B,1998,4,86,2,"k,h",,h,,"sa,h",,h,k,"k,h",,"k,h",,"sa,h",,h,k
90hB3,49,Gang Starr,Above the Clouds,90s hip hop pattern B,1998,4,86,3,"k,h",,h,,"sa,h",,h,k,"k,h",,h,,"sa,h",,h,k
90hB4,50,Gang Starr,Above the Clouds,90s hip hop pattern B,1998,4,86,4,"k,h",,"k,h",,"sa,h",,h,k,"k,h",,"k,h",,"sa,h",,h,k
90hC1,58,Lauryn Hill,Lost Ones,90s hip hop pattern C,1998,6,95,1,k,,h,,"sa,h",,h,,k,,"sa,h",,,,h,
90hC2,59,Lauryn Hill,Lost Ones,90s hip hop pattern C,1998,6,95,2,k,,h,,"sa,h",,h,,k,,"sa,h",,,,k,
90hD1,68,Mos Def,UMI Says,90s hip hop pattern D,1999,6,121,1,"k,h",,h,,"sa,h",,h,,"sa,h",,"k,h",,h,,"sa,h",
90hD2,69,Mos Def,UMI Says,90s hip hop pattern D,1999,6,121,2,h,sg,"k,h",,"sa,h",,h,sg,"k,h",sg,"k,h",,"sa,h",,h,
90hD3,70,Mos Def,UMI Says,90s hip hop pattern D,1999,6,121,3,"k,h",,h,,"sa,h",,h,,"sa,h",,"k,h",,h,,"sa,h",
90hD4,71,Mos Def,UMI Says,90s hip hop pattern D,1999,6,121,4,h,sg,"k,h",,"sa,h",,h,sg,"k,h",sg,"k,h",,"sa,h",sg,h,sg
90hE1,80,Outkast,SpottieOttieDopaliscious,90s hip hop pattern E,1998,8,63,1,"k,h",h,"k,h",h,"r,h",h,h,"k,h","k,h",h,"k,h",h,"r,h",h,h,ho
90hE2,81,Outkast,SpottieOttieDopaliscious,90s hip hop pattern E,1998,8,63,2,"k,hc",h,"k,h",h,"r,h",h,h,"k,h","k,h",h,"k,h",h,"r,h","r,h3",h,r
90hF1,82,A Tribe Called Quest,Footprints,90s hip hop pattern F,1990,9,100,1,"k,h",,h,,sa,,h,h,h,h,"k,ho",,sa,,h,h
90hF2,83,A Tribe Called Quest,Footprints,90s hip hop pattern F,1990,9,100,2,"k,h",,h,,sa,,h,h,h,h,"k,ho",,sa,k,h,h
90hG1,94,The Roots,Ain't Sayin Nothin New,90s hip hop pattern G,1999,10,93,1,"k,h",k,"k,h",k,"sa,h",,h,,"k,h",,"k,h",,"sa,h",,h,
90hH1,194,The Pharcyde,Runnin,90s hip hop pattern H,1995,break,94,1,"k,h",,h,,"sa,h",,h,,"k,h",k,h,k,"sa,h",,h,
90hH2,195,The Pharcyde,Runnin,90s hip hop pattern H,1995,break,94,2,"k,h",,"k,h",,"sa,h",,h,,h,k,h,k,"sa,h",,h,
90hH3,196,The Pharcyde,Runnin,90s hip hop pattern H,1995,break,94,3,"k,h",,h,,"sa,h",,h,,h,k,h,k,"sa,h",,h,
90hH4,197,The Pharcyde,Runnin,90s hip hop pattern H,1995,break,94,4,h,,"h,k",,"sa,h",,h,k,h,k,h,k,"sa,h",,h,
90hH5,198,The Pharcyde,Runnin,90s hip hop pattern H,1995,break,94,5,"k,h",,h,,"sa,h",,h,k,"k,h",k,h,,"sa,h",,h,k
90hH6,199,The Pharcyde,Runnin,90s hip hop pattern H,1995,break,94,6,"k,h",,h,,"sa,h",,h,k,h,k,h,,"sa,h",,h,
90hH7,200,The Pharcyde,Runnin,90s hip hop pattern H,1995,break,94,7,"k,h",k,h,,"sa,h",k,h,k,"k,h",,h,k,"sa,h",,h,k
90hH8,201,The Pharcyde,Runnin,90s hip hop pattern H,1995,break,94,8,"k,h",,"k,h",,"sa,h",k,h,k,h,,h,k,"sa,h",,h,k
90hI1,202,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,1,k,,,,k,,,,k,,sa,,sa,,k,sa
90hI2,203,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,2,"k,h",,h,,"sa,h",,h,k,"k,h",,"k,h",,"sa,h",,h,
90hI3,204,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,3,"k,h",,h,,"sa,h",,k,sa,h,sa,"k,h",,"sa,h",,h,
90hI4,205,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,4,"k,h",,h,,"sa,h",,h,k,"k,h",,"k,h",,"sa,h",,h,
90hI5,206,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,5,"k,h",,"sa,h",,"sa,h",,"k,h",sa,h,sa,"k,h",,"sa,h",,h,
90hI6,207,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,6,"k,h",,h,,"sa,h",,h,k,"k,h",,"k,h",,"sa,h",,h,k
90hI7,208,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,7,"sa,h",sa,"k,h",,"sa,h",,h,k,"sa,h",sa,"k,h",,"sa,h",,"sa,h",
90hI8,209,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,8,"k,h",,h,,"sa,h",,h,k,"k,h",,h,,"sa,h",,h,
90hI9,210,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,9,"k,h",,"k,h",,h,k,"sa,h",,"sa,h",,"k,h",sa,h,k,"k,h",sa
90hI10,211,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,10,"k,h",,"k,h",,"sa,h",,h,sa,h,sa,"k,h",,"sa,h",,h,
90hI11,212,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,11,h,sa,"k,h",,"sa,h",,h,k,h,k,"k,h",,"sa,h",,"sa,h",sa
90hI12,213,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,12,"k,h",,h,,"sa,h",,h,k,"k,h",sg,"k,h",,"sa,h",,h,sg
90hI13,214,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,13,"k,h",,h,,"sa,h",,"k,h",sa,h,sa,"k,h",,"sa,h",,h,sg
90hI14,215,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,14,"k,h",,"k,h",,"sa,h",,h,k,"k,h",sg,"k,h",,"sa,h",,h,sg
90hI15,216,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,15,"k,h",,"k,h",,"sa,h",,h,kg,"k,h",,"k,h",sa,h,kg,"k,h",sa
90hI16,217,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,16,"k,h",,"k,h",,"sa,h",,"k,h",,"k,h",sg,"k,h",,"sa,h",,h,k
90hI17,218,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,17,"k,h",,"k,h",sa,"k,h",,h,k,h,sa,"k,h",,"sa,h",,h,sg
90hI18,219,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,18,h,sa,"k,h",,h,k,"k,h",s,"k,h",sg,"kg,h",,"sa,h",,h,sg
90hI19,220,DJ Shadow,Organ Donor,90s hip hop pattern I,1997,break,110,19,"sa,h",sa,"k,h",,"sa,h",sa,"k,h",,"sa,h",sa,sa,"k,h",h,sa,"k,h",sa
90hJ1,221,The Roots,You Got Me,90s hip hop pattern J,1999,groove,81,1,"k,ha",h,ha,h,"sa,h",h,ha,"k,h",ha,"k,h",ha,h,"sa,h",h,ha,h
90hJ2,222,The Roots,You Got Me,90s hip hop pattern J,1999,groove,81,2,"k,ha",h,ha,h,"sa,h",h,ha,h,ha,"k,h","k,ha",h,"sa,h",h,ha,"k,h"
90hJ3,223,The Roots,You Got Me,90s hip hop pattern J,1999,groove,81,3,"k,ha",h,ha,h,"sa,h",h,ha,"k,h",ha,"k,h",ha,h,"sa,h",h,ha,h
90hJ4,224,The Roots,You Got Me,90s hip hop pattern J,1999,groove,81,4,ha,h,"k,h",h,"sa,h","k,h",ha,h,"k,h",h,"k,h",h,"sa,h","k,h",ha,h
