filename,start,dur,drumkit,drumkit_id,instrument_key,instrument,priority,auto,manual,power,active
Roland_CR79__73guiro_short.wav,0,176,Roland CR-78,cr78,guiro_short,,999,0,0,6.37,0
Roland_CR79__63conga_high.wav,0,992,Roland CR-78,cr78,conga_high,,999,0,0,2.28,0
Roland_Tr-808_full__57crash_cymbal.wav,0,3500,Roland TR-808,t808,crash_cymbal,c,1,0,0,2.53,1
Roland_Tr-808_full__49crash_cymbal.wav,0,3500,Roland TR-808,t808,crash_cymbal,c,999,0,0,2.41,0
Roland_Tr-808_full__57crash_cymbal_cg.wav,0,3500,Roland TR-808,t808,crash_cymbal,cg,1,1,0,2.53,1
Roland_Tr-808_full__42hat_closed_modified_h.wav,0,82,Roland TR-808,t808,hat_closed,h,1,0,1,11.69,1
Roland_Tr-808_full__46hat_open.wav,0,250,Roland TR-808,t808,hat_open,ho,1,0,0,7.21,1
Roland_Tr-808_full__42hat_closed.wav,0,82,Roland TR-808,t808,hat_closed,hc,999,0,0,11.69,1
Roland_Tr-808_full__44hat_pedal.wav,0,389,Roland TR-808,t808,hat_pedal,ho,2,0,0,8.07,0
Roland_Tr-808_full__70_hat_open.wav,0,183,Roland TR-808,t808,hat_open,ho,3,0,0,11.63,0
Roland_Tr-808_full__36kick.wav,0,1772,Roland TR-808,t808,kick,k,1,0,0,17.27,1
Roland_Tr-808_full__35kick.wav,0,1000,Roland TR-808,t808,kick,k,2,0,0,3.82,0
Roland_Tr-808_full__73_bass.wav,0,1000,Roland TR-808,t808,bass,k,999,0,0,6.19,0
Roland_Tr-808_full__74_bass.wav,0,1000,Roland TR-808,t808,bass,k,999,0,0,4.49,0
Roland_Tr-808_full__36kick_ka.wav,0,1772,Roland TR-808,t808,kick,ka,1,1,0,17.33,1
Roland_Tr-808_full__36kick_kg.wav,0,1772,Roland TR-808,t808,kick,kg,1,1,0,2.75,1
Roland_Tr-808_full__37rim.wav,0,16,Roland TR-808,t808,rim,r,999,0,0,10.2,1
Roland_Tr-808_full__37rim_ra.wav,0,16,Roland TR-808,t808,rim,ra,999,1,0,12.83,1
Roland_Tr-808_full__37rim_rg.wav,0,16,Roland TR-808,t808,rim,rg,999,1,0,2.21,1
Roland_Tr-808_full__40snare.wav,0,80,Roland TR-808,t808,snare,s,1,0,0,10.66,1
Roland_Tr-808_full__38snare.wav,0,92,Roland TR-808,t808,snare,s,999,0,0,11.16,0
Roland_Tr-808_full__40snare_sa.wav,0,80,Roland TR-808,t808,snare,sa,1,1,0,15.02,1
Roland_Tr-808_full__40snare_sb.wav,0,180,Roland TR-808,t808,snare,sb,1,1,0,4.08,1
Roland_Tr-808_full__40snare_sg.wav,0,80,Roland TR-808,t808,snare,sg,1,1,0,3.13,1
Roland_Tr-808_full__50tom_highest.wav,0,125,Roland TR-808,t808,tom_highest,t,1,0,0,15.8,1
Roland_Tr-808_full__48tom_higher.wav,0,139,Roland TR-808,t808,tom_higher,t,999,0,0,16.09,0
Roland_Tr-808_full__50tom_highest_ta.wav,0,125,Roland TR-808,t808,tom_highest,ta,1,1,0,17.59,1
Roland_Tr-808_full__50tom_highest_tb.wav,0,225,Roland TR-808,t808,tom_highest,tb,1,1,0,7,1
Roland_Tr-808_full__45tom_low.wav,0,141,Roland TR-808,t808,tom_low,tt,1,0,0,15.15,1
Roland_Tr-808_full__47tom_high.wav,0,237,Roland TR-808,t808,tom_high,tt,999,0,0,15.41,0
Roland_Tr-808_full__41tom_floor.wav,0,261,Roland TR-808,t808,tom_floor,ttt,1,0,0,14.59,1
Roland_Tr-808_full__43tom_lowest.wav,0,179,Roland TR-808,t808,tom_lowest,ttt,999,0,0,15.23,0
Roland_Tr-808_full__41tom_floor_ttta.wav,0,261,Roland TR-808,t808,tom_floor,ttta,1,1,0,17.04,1
Roland_Tr-808_full__51ride.wav,0,2217,Roland TR-808,t808,ride,y,999,0,0,5.15,1
Roland_Tr-808_full__51ride_ya.wav,0,2217,Roland TR-808,t808,ride,ya,999,1,0,11.41,1
Roland_Tr-808_full__51ride_yg.wav,0,2217,Roland TR-808,t808,ride,yg,999,1,0,2.76,1
Roland_Tr-808_full__53ridebell.wav,0,1172,Roland TR-808,t808,ridebell,yl,1,0,0,2.84,1
Roland_Tr-808_full__59_electricbell.wav,0,1500,Roland TR-808,t808,electricbell,yl,999,0,0,1.9,0
Roland_Tr-808_full__39clap.wav,0,230,Roland TR-808,t808,clap,,999,0,0,7.27,0
Roland_Tr-808_full__65timbale_high.wav,0,500,Roland TR-808,t808,timbale_high,,999,0,0,10.32,0
Roland_Tr-808_full__64conga_low.wav,0,175,Roland TR-808,t808,conga_low,,999,0,0,15.18,0
Roland_Tr-808_full__81_woodblock_open.wav,0,500,Roland TR-808,t808,woodblock_open,,999,0,0,4.6,0
Roland_Tr-808_full__56cowbell_high.wav,0,199,Roland TR-808,t808,cowbell_high,,999,0,0,8.63,0
Roland_Tr-808_full__54_shaker.wav,0,40,Roland TR-808,t808,shaker,,999,0,0,5.54,0
Roland_Tr-808_full__63conga_high.wav,0,226,Roland TR-808,t808,conga_high,,999,0,0,15.73,0
Roland_Tr-808_full__80woodblock_closed.wav,0,122,Roland TR-808,t808,woodblock_closed,,999,0,0,15.47,0
Roland_Tr-808_full__78cuica_muted.wav,0,122,Roland TR-808,t808,cuica_muted,,999,0,0,15.57,0
Roland_Tr-808_full__67agogo_high.wav,0,500,Roland TR-808,t808,agogo_high,,999,0,0,5.87,0
Roland_Tr-808_full__69casaba.wav,0,250,Roland TR-808,t808,casaba,,999,0,0,2.35,0
Roland_Tr-808_full__76woodblock_high.wav,0,500,Roland TR-808,t808,woodblock_high,,999,0,0,4.29,0
Roland_Tr-808_full__75clave.wav,0,250,Roland TR-808,t808,clave,,999,0,0,3.61,0
Roland_Tr-808_full__72_clap.wav,0,2000,Roland TR-808,t808,clap,,999,0,0,1.55,0
Roland_Tr-808_full__66timbale_low.wav,0,500,Roland TR-808,t808,timbale_low,,999,0,0,7.35,0
Roland_Tr-808_full__61bongo_low.wav,0,500,Roland TR-808,t808,bongo_low,,999,0,0,7.35,0
Roland_Tr-808_full__60bongo_high.wav,0,250,Roland TR-808,t808,bongo_high,,999,0,0,3.01,0
Roland_Tr-808_full__55splash.wav,0,4000,Roland TR-808,t808,splash,,999,0,0,2.51,0
Roland_Tr-808_full__58_clap.wav,0,172,Roland TR-808,t808,clap,,999,0,0,5.16,0
Roland_Tr-808_full__77woodblock_low.wav,0,500,Roland TR-808,t808,woodblock_low,,999,0,0,6.34,0
Roland_Tr-808_full__79_conga_note.wav,0,500,Roland TR-808,t808,conga_note,,999,0,0,7.22,0
Roland_Tr-808_full__52china.wav,0,4000,Roland TR-808,t808,china,,999,0,0,1.69,0
Roland_Tr-808_full__71_xylophone_high_note.wav,0,1500,Roland TR-808,t808,xylophone_high_note,,999,0,0,1.9,0
Roland_Tr-808_full__62conga_highest.wav,0,114,Roland TR-808,t808,conga_highest,,999,0,0,16.25,0
Roland_Tr-808_full__68agogo_low.wav,0,500,Roland TR-808,t808,agogo_low,,999,0,0,5.23,0
Roland_TB909__57crashy.wav,0,409,Roland TR-909,t909,crashy,c,999,0,0,3.13,1
Roland_TB909__57crashy_cg.wav,0,409,Roland TR-909,t909,crashy,cg,999,1,0,3.13,1
Roland_TB909__46hihat.wav,0,147,Roland TR-909,t909,hihat,h,1,0,0,3.5,1
Roland_TB909__59_electricHat.wav,0,186,Roland TR-909,t909,electricHat,h,999,0,0,3.84,0
Roland_TB909__46hihat_ha.wav,0,147,Roland TR-909,t909,hihat,ha,1,1,0,8.59,1
Roland_TB909__42hihat.wav,0,83,Roland TR-909,t909,hihat,hc,999,0,0,2.26,1
Roland_TB909__46hihat_hg.wav,0,147,Roland TR-909,t909,hihat,hg,1,1,0,3.15,1
Roland_TB909__44hihatc.wav,0,320,Roland TR-909,t909,hihatc,ho,999,0,0,1.51,1
Roland_TB909__36kick.wav,0,283,Roland TR-909,t909,kick,k,1,0,0,13.25,1
Roland_TB909__35kick.wav,0,306,Roland TR-909,t909,kick,k,999,0,0,10.77,0
Roland_TB909__36kick_ka.wav,0,283,Roland TR-909,t909,kick,ka,1,1,0,16.4,1
Roland_TB909__36kick_kg.wav,0,283,Roland TR-909,t909,kick,kg,1,1,0,2.89,1
Roland_TB909__37rim.wav,0,28,Roland TR-909,t909,rim,r,999,0,0,5.78,1
Roland_TB909__37rim_ra.wav,0,28,Roland TR-909,t909,rim,ra,999,1,0,11.06,1
Roland_TB909__37rim_rg.wav,0,28,Roland TR-909,t909,rim,rg,999,1,0,2.52,1
Roland_TB909__40snare.wav,0,98,Roland TR-909,t909,snare,s,1,0,0,6.65,1
Roland_TB909__75_snare.wav,0,205,Roland TR-909,t909,snare,s,999,0,0,4.2,0
Roland_TB909__38snare.wav,0,381,Roland TR-909,t909,snare,s,999,0,0,3.44,0
Roland_TB909__40snare_sa.wav,0,98,Roland TR-909,t909,snare,sa,1,1,0,13.61,1
Roland_TB909__40snare_sb.wav,0,198,Roland TR-909,t909,snare,sb,1,1,0,2.83,1
Roland_TB909__40snare_sg.wav,0,98,Roland TR-909,t909,snare,sg,1,1,0,2.65,1
Roland_TB909__48_electricTomHighest.wav,0,375,Roland TR-909,t909,electricTomHighest,t,1,0,0,11.23,1
Roland_TB909__43_electricTom.wav,0,360,Roland TR-909,t909,electricTom,t,999,0,0,6.2,0
Roland_TB909__45_electricTom.wav,0,78,Roland TR-909,t909,electricTom,t,999,0,0,7.57,0
Roland_TB909__48_electricTomHighest_ta.wav,0,375,Roland TR-909,t909,electricTomHighest,ta,1,1,0,16.24,1
Roland_TB909__48_electricTomHighest_tb.wav,0,475,Roland TR-909,t909,electricTomHighest,tb,1,1,0,8.37,1
Roland_TB909__50_electricTomHigher.wav,0,156,Roland TR-909,t909,electricTomHigher,tt,999,0,0,8.42,1
Roland_TB909__47_electricTomHigh.wav,0,435,Roland TR-909,t909,electricTomHigh,ttt,999,0,0,10.2,1
Roland_TB909__47_electricTomHigh_ttta.wav,0,435,Roland TR-909,t909,electricTomHigh,ttta,999,1,0,16.42,1
Roland_TB909__73_splash_zap.wav,0,359,Roland TR-909,t909,splash_zap,y,999,0,0,3.9,1
Roland_TB909__73_splash_zap_ya.wav,0,359,Roland TR-909,t909,splash_zap,ya,999,1,0,9.29,1
Roland_TB909__73_splash_zap_yg.wav,0,359,Roland TR-909,t909,splash_zap,yg,999,1,0,3.12,1
Roland_TB909__53ridebell.wav,0,313,Roland TR-909,t909,ridebell,yl,999,0,0,5.43,1
Roland_TB909__52_zap_hit.wav,0,372,Roland TR-909,t909,zap_hit,,999,0,0,7.02,0
Roland_TB909__64congo.wav,0,78,Roland TR-909,t909,congo,,999,0,0,5.29,0
Roland_TB909__81triangle.wav,0,554,Roland TR-909,t909,triangle,,999,0,0,5.43,0
Roland_TB909__71_bottle.wav,0,131,Roland TR-909,t909,bottle,,999,0,0,7.87,0
Roland_TB909__61_noise_low.wav,0,348,Roland TR-909,t909,noise_low,,999,0,0,8.28,0
Roland_TB909__78_blop.wav,0,86,Roland TR-909,t909,blop,,999,0,0,7.97,0
Roland_TB909__79_blop.wav,0,117,Roland TR-909,t909,blop,,999,0,0,6.65,0
Roland_TB909__66agogo.wav,0,87,Roland TR-909,t909,agogo,,999,0,0,8.66,0
Roland_TB909__67agogo.wav,0,81,Roland TR-909,t909,agogo,,999,0,0,7.9,0
Roland_TB909__58vibraslap.wav,0,220,Roland TR-909,t909,vibraslap,,999,0,0,9.46,0
Roland_TB909__63congo.wav,0,9,Roland TR-909,t909,congo,,999,0,0,6.89,0
Roland_TB909__74_low_hit.wav,0,151,Roland TR-909,t909,low_hit,,999,0,0,3.66,0
Roland_TB909__55_splash.wav,0,1520,Roland TR-909,t909,splash,,999,0,0,3.5,0
Roland_TB909__56cowbell.wav,0,396,Roland TR-909,t909,cowbell,,999,0,0,10.78,0
Roland_TB909__70_bassy.wav,0,110,Roland TR-909,t909,bassy,,999,0,0,13.37,0
Roland_TB909__60_noise_hi.wav,0,206,Roland TR-909,t909,noise_hi,,999,0,0,3.25,0
Roland_TB909__80triangle.wav,0,222,Roland TR-909,t909,triangle,,999,0,0,8.45,0
Roland_TB909__65_tomboy.wav,0,452,Roland TR-909,t909,tomboy,,999,0,0,11.97,0
Roland_Tr-808_full__42hat_closed_modified_h_ha.wav,0,0.082313,Roland TR-808,t808,hat_closed,ha,1,1,1,1.65,1
Roland_Tr-808_full__42hat_closed_modified_h_hg.wav,0,0.082313,Roland TR-808,t808,hat_closed,hg,1,1,1,0.26,1
